Process started: 2022-07-01 01:58:36.795324
Opening DB connection
Engine created
DB connection successful!
('spillovers', 1, 1)
('integrarla', 1, 1)
('organizaron', 1, 1)
('5,032,893,67pasto', 1, 1)
('masacre', 1, 1)
('19,20transporte', 1, 1)
('año33', 1, 1)
('terciarización', 1, 2)
('cippec,2018', 1, 1)
('corficolombiana', 1, 4)
('sgc)23', 1, 1)
('2,3pobre', 1, 1)
('campiño', 1, 1)
('semafórico', 1, 3)
('financiamiento19', 1, 1)
('manipular', 1, 1)
('shapiro', 1, 4)
('planeación132', 1, 1)
('inglés)54', 1, 1)
('iterar', 1, 1)
('especializada17', 1, 1)
('sarli', 1, 1)
('evidence-centered', 1, 1)
('posfallo', 1, 1)
('revocara', 1, 1)
('5545-x', 1, 1)
('florecimiento', 1, 1)
('bandera', 1, 2)
('para-am%c3%a9rica-latina-y-el-caribe-2.pdf', 1, 1)
('ozram', 1, 1)
('veredas20', 1, 1)
('antiinmigración', 1, 1)
('windshear', 1, 2)
('pm25', 1, 1)
('catastróficas', 1, 1)
('pasarían', 1, 1)
('cartagen1.055.666', 1, 1)
('sur1,40francia2,00', 1, 1)
('predecan', 1, 1)
('mujeres72', 1, 1)
('alisios30', 1, 1)
('autoridades26', 1, 1)
('mfmp71,767', 1, 1)
('2020el', 1, 1)
('conciliador', 1, 2)
('kretschemer', 1, 1)
('distraerse', 1, 1)
('expansionista', 1, 2)
('implicación', 1, 1)
('contractuales24', 1, 1)
('slud', 1, 1)
('givedirectly', 1, 1)
('nacional163', 1, 1)
('repoblación', 1, 1)
('frauds', 1, 1)
('coejecutado', 1, 2)
('fidelización', 1, 2)
('apendicetomía', 1, 1)
('descontextualizada', 1, 1)
('personalizados', 1, 1)
('agusti', 1, 4)
('macrófitas', 1, 1)
('guanentá', 1, 1)
('men-pae', 1, 4)
('water-wise', 1, 1)
('bogotá(g', 1, 1)
('termonorte', 1, 1)
('pr60', 1, 1)
('manizales-', 1, 4)
('programas9', 1, 1)
('exp', 1, 1)
('colombiana31', 1, 1)
('fito-mejoramiento', 1, 1)
('oralitura33', 1, 1)
('saludfrancia', 1, 1)
('poblaciones12', 1, 1)
('sirtcc', 1, 3)
('bullying42', 1, 1)
('chimá', 1, 1)
('-calle', 1, 1)
('sgp-sp', 1, 1)
('unleashing', 1, 1)
('fest72', 1, 1)
('llegaba', 1, 1)
('garone', 1, 2)
('onceava', 1, 1)
('-seguimiento6', 1, 1)
('suelta', 1, 2)
('tipos19', 1, 1)
('administradoreportes', 1, 1)
('instutito', 1, 1)
('cañaveral', 1, 1)
('31-decreto', 1, 1)
('endeavor', 1, 2)
('administradoal', 1, 1)
('sitm)7', 1, 1)
('72brasil', 1, 1)
('cran', 1, 1)
('asalariado', 1, 1)
('mart', 1, 1)
('asolectura', 1, 1)
('involvement', 1, 1)
('administrativo85', 1, 1)
('consumían', 1, 1)
('desiste', 1, 1)
('autónomo52', 1, 1)
('anclarse', 1, 1)
('reentrenar', 1, 1)
('stromberg', 1, 2)
('aplicaciones-', 1, 1)
('rankin', 1, 2)
('bioactivos', 1, 1)
('reordenó', 1, 1)
('50fl-7años-12', 1, 1)
('icfes)28', 1, 1)
('reasumieran', 1, 1)
('adnanee', 1, 1)
('contrarrestara', 1, 1)
('trabaje', 1, 1)
('examinadas', 1, 1)
('continuidad22', 1, 1)
('asienta', 1, 1)
('benildo', 1, 1)
('argument', 1, 1)
('recargas', 1, 2)
('scout', 1, 1)
('colombia35', 1, 1)
('sobrevaloran', 1, 1)
('colonos', 1, 2)
('gestados', 1, 1)
('acramanidn', 1, 1)
('reinvertir', 1, 1)
('truncados', 1, 1)
('esfuerzos89', 1, 1)
('bull', 1, 2)
('catastral18', 1, 1)
('18,2600,%81%alemania', 1, 1)
('sedentarios', 1, 1)
('años37', 1, 1)
('año15', 1, 1)
('carnegie', 1, 1)
('flexibilizaron', 1, 1)
('catarata', 1, 1)
('corresponsabilidad108', 1, 1)
('enfrentada', 1, 1)
('adhirieron', 1, 1)
('carente', 1, 1)
('cenagosos', 1, 1)
('5,554,364,41popayán', 1, 1)
('gdiam', 1, 2)
('habite', 1, 1)
('aficiones', 1, 1)
('trace', 1, 2)
('whatever', 1, 2)
('solucionarse', 1, 1)
('momo', 1, 1)
('guarulhos', 1, 1)
('anormalmente', 1, 1)
('coco', 1, 1)
('0:23:42bicicleta', 1, 1)
('burocráticos', 1, 1)
('sinteticen', 1, 1)
('praag', 1, 2)
('toneladas28', 1, 1)
('jorgenson', 1, 1)
('infraestructura38', 1, 1)
('76,380,060,040,020,00,0gobierno', 1, 1)
('activismo', 1, 2)
('smbyc.', 1, 1)
('iets', 1, 1)
('rtd', 1, 1)
('fiebres', 1, 1)
('affordable', 1, 1)
('penal173', 1, 1)
('masivo5', 1, 1)
('saco', 1, 1)
('sns', 1, 1)
('o24', 1, 1)
('cajic', 1, 1)
('optimizan', 1, 1)
('mowery', 1, 2)
('zonalogística', 1, 2)
('interacción14', 1, 1)
('sentará', 1, 1)
('económicopor', 1, 1)
('bóvedas', 1, 1)
('800er', 1, 1)
('low-carbon', 1, 2)
('timmermann', 1, 1)
('catedra', 1, 1)
('infi-', 1, 1)
('instituido', 1, 1)
('autopropulsadas', 1, 1)
('viabilización11', 1, 1)
('mislevy', 1, 2)
('12%)-', 1, 1)
('ieem', 1, 1)
('terrestre134', 1, 1)
('homosexuales', 1, 1)
('domésticas3', 1, 1)
('b2c', 1, 1)
('planeació', 1, 1)
('encuestadores', 1, 1)
('enl)13', 1, 1)
('shared', 1, 1)
('técnológicas', 1, 1)
('externalizadas', 1, 1)
('paime', 1, 1)
('soacha47', 1, 1)
('atelcicotom', 1, 1)
('agelelli', 1, 3)
('yarí-bajo', 1, 1)
('erfen)15', 1, 1)
('shapes', 1, 1)
('sunil', 1, 1)
('malezas', 1, 1)
('co-l1250', 1, 1)
('ayudando', 1, 1)
('contemplarse', 1, 1)
('idu-lp-sgi-014-2018', 1, 1)
('intercambiarán', 1, 2)
('verde33', 1, 1)
('completa72', 1, 1)
('mula', 1, 1)
('cobertura3%6%11%80%', 1, 1)
('palermo-', 1, 4)
('infancia10', 1, 1)
('ado', 1, 1)
('bueno12,13', 1, 1)
('rsh', 1, 1)
('emprendedor93', 1, 1)
('hhi', 1, 2)
('residuales3', 1, 1)
('unidosargentina0', 1, 1)
('concesionado', 1, 3)
('plataform', 1, 2)
('4(b', 1, 1)
('swisscontact', 1, 2)
('amorosa+juego', 1, 1)
('hábil74', 1, 1)
('dediquen', 1, 1)
('pagas', 1, 2)
('facatativá-espinal', 1, 1)
('mogotes', 1, 4)
('lasso-valderrama', 1, 1)
('göransson', 1, 2)
('escriturados', 1, 1)
('2030).también', 1, 1)
('valor40', 1, 1)
('barranquill', 1, 3)
('veículoslas', 1, 1)
('gompers', 1, 2)
('transmitían', 1, 1)
('intelectual23', 1, 1)
('espolones', 1, 2)
('altitudes', 1, 1)
('transmilenio25', 1, 1)
('attracting', 1, 1)
('climática19', 1, 1)
('canad', 1, 1)
('siria', 1, 4)
('opep', 1, 2)
('perforan', 1, 1)
('recaudarán', 1, 1)
('psiquiatria', 1, 1)
('exento', 1, 1)
('desplazamiento17', 1, 1)
('elijan', 1, 1)
('carcelarios67', 1, 1)
('ramsar63', 1, 1)
('societies', 1, 1)
('contenedores)52', 1, 1)
('hidroestudios', 1, 2)
('remuevan', 1, 1)
('reciprocas', 1, 1)
('gonzález-m.', 1, 1)
('remirar', 1, 1)
('consuetudinario', 1, 1)
('digital2', 1, 1)
('riechmann', 1, 1)
('condecoraciones', 1, 1)
('logística25', 1, 1)
('coronario', 1, 1)
('bots', 1, 1)
('tea', 1, 1)
('alr)7', 1, 1)
('hipotético', 1, 1)
('planeo', 1, 1)
('recompensa', 1, 1)
('takes', 1, 3)
('trabajo40', 1, 1)
('authoritative', 1, 1)
('pivot', 1, 1)
('globos', 1, 2)
('-15%6', 1, 1)
('4mymljsne', 1, 1)
('padecía', 1, 1)
('po6payán', 1, 1)
('funiculares', 1, 1)
('2dispositivos', 1, 1)
('su(s', 1, 2)
('kousky', 1, 2)
('contemplara', 1, 1)
('ysr', 1, 1)
('mil)34', 1, 1)
('sociais', 1, 1)
('41,07%47,55%india', 1, 1)
('deakins', 1, 2)
('aeronáuticas', 1, 2)
('ats', 1, 3)
('fiscal30', 1, 1)
('codificadas', 1, 1)
('ur-l1111', 1, 1)
('conpes4015', 1, 1)
('contribution', 1, 1)
('repercutió', 1, 1)
('contiguo', 1, 1)
('instalarse', 1, 1)
('econcept', 1, 3)
('seair', 1, 1)
('livengood', 1, 1)
('empotramiento', 1, 1)
('3brasil', 1, 1)
('nautiglp', 1, 5)
('información16', 1, 1)
('spra', 1, 2)
('rosenberg', 1, 4)
('respectivamente71', 1, 1)
('evaluaci', 1, 1)
('idb-wp-', 1, 1)
('123,1100bb0', 1, 1)
('biometría', 1, 1)
('pep46', 1, 1)
('100%al', 1, 1)
('saip', 1, 1)
('barrancabermeja-costa', 1, 1)
('cables126', 1, 1)
('paipnl', 1, 3)
('adjudiquen', 1, 1)
('e-governance', 1, 2)
('bot', 1, 5)
('hablen', 1, 1)
('70d', 1, 1)
('dhl', 1, 1)
('geomateriales', 1, 1)
('gasto42', 1, 1)
('atad', 1, 1)
('territoriales18', 1, 1)
('riñ', 1, 1)
('especiales25', 1, 1)
('fiscal"13', 1, 1)
('aislados79', 1, 1)
('pisa)26', 1, 1)
('litoral27', 1, 1)
('lideraría', 1, 1)
('naglieri', 1, 1)
('didier', 1, 1)
('octubre-diciembre', 1, 2)
('condicionadas25', 1, 1)
('mitigando', 1, 1)
('2030ingresos', 1, 1)
('retomado', 1, 1)
('regularizada', 1, 1)
('trs', 1, 1)
('privilegio', 1, 1)
('charting', 1, 1)
('impactarán', 1, 1)
('narcisismo', 1, 1)
('socioeconómica21', 1, 1)
('multiple', 1, 1)
('soete', 1, 1)
('expresando', 1, 1)
('prevenirla', 1, 1)
('pasear', 1, 1)
('salvoconductos', 1, 1)
('técnico-administrativa', 1, 1)
('competitive', 1, 1)
('campesinado', 1, 1)
('0%2014', 1, 1)
('laboratorios58', 1, 1)
('nóimacotc', 1, 1)
('orientándose', 1, 1)
('castellano', 1, 1)
('teleférico', 1, 1)
('ddrs-dnp', 1, 1)
('acute', 1, 1)
('entering', 1, 2)
('blume', 1, 1)
('transoceánicos', 1, 1)
('palliative', 1, 1)
('vendrán', 1, 1)
('boqué', 1, 2)
('yomasa-guaymaral', 1, 1)
('sciénag', 1, 1)
('rurales14', 1, 1)
('etnatneserperlagel', 1, 1)
('vectorización43', 1, 1)
('obliguen', 1, 1)
('producciaño', 1, 2)
('conformarse', 1, 1)
('riaj', 1, 3)
('presentismo', 1, 1)
('actualizándose', 1, 1)
('programa115', 1, 1)
('económica5', 1, 1)
('bogotá-pimrc', 1, 1)
('fovis', 1, 1)
('funiber', 1, 1)
('261/2018', 1, 1)
('cárnico', 1, 1)
('victimizantes143', 1, 1)
('2017-ministerio', 1, 2)
('vis)3', 1, 1)
('habitat/', 1, 1)
('estupefaciente', 1, 1)
('rótulo', 1, 1)
('encargaban', 1, 1)
('espe)(núm', 1, 1)
('pulido', 1, 1)
('murcia', 1, 1)
('242/2018c', 1, 1)
('mosquito', 1, 1)
('educativa2', 1, 1)
('carola', 1, 1)
('desastre31', 1, 1)
('jel', 1, 1)
('asignaturas', 1, 1)
('cónyuge', 1, 1)
('pronosticada', 1, 4)
('tmsa-sam-19-2019', 1, 1)
('ncsi22', 1, 1)
('espontaneo', 1, 1)
('abuchaib', 1, 1)
('suráfrica', 1, 1)
('subsanó', 1, 1)
('bootá', 1, 1)
('centeno', 1, 2)
('empleo8', 1, 1)
('administradoservicios', 1, 1)
('bhadelia', 1, 1)
('gonretni', 1, 1)
('secundario12', 1, 1)
('contrarrestarlo', 1, 1)
('kabukuri-numa', 1, 1)
('flexibilicen', 1, 1)
('cuasicapitales', 1, 1)
('kongnoruegae', 1, 1)
('rural-urbano15', 1, 1)
('ingresos-ramv', 1, 1)
('incubators', 1, 1)
('configuraba', 1, 1)
('78%operaciones', 1, 1)
('salamina-plato', 1, 4)
('innovación10080', 1, 1)
('l86', 1, 1)
('uploads', 1, 1)
('vane', 1, 1)
('desafección', 1, 1)
('inyectar', 1, 2)
('bpin(a', 1, 4)
('anson', 1, 2)
('modelando', 1, 1)
('772612enero', 1, 1)
('arierep)6002', 1, 1)
('paya', 1, 1)
('cancela', 1, 1)
('sociosanitaria', 1, 3)
('structures', 1, 1)
('imposibilidades', 1, 1)
('multi', 1, 1)
('desvalorizado', 1, 1)
('medidas31', 1, 1)
('kure', 1, 1)
('sta', 1, 2)
('tabaquismo', 1, 1)
('pública5', 1, 1)
('dignos26', 1, 1)
('estudios3', 1, 1)
('knaul', 1, 2)
('tenerife', 1, 1)
('comunicaciones3', 1, 1)
('millones5', 1, 1)
('ad-portas', 1, 1)
('sawyer-fichtner', 1, 2)
('pinheiro', 1, 1)
('-8,7%6', 1, 1)
('2transmilenio', 1, 1)
('pavitt', 1, 2)
('heroes', 1, 2)
('bitrenes', 1, 2)
('impulsión', 1, 1)
('contraargumentos', 1, 1)
('-bello', 1, 1)
('ciudadano-estado', 1, 1)
('farmer', 1, 1)
('aparicio', 1, 1)
('malambo', 1, 1)
('industria5ct+itotal', 1, 1)
('estructurante119', 1, 1)
('solicitadosno', 1, 1)
('irremediable', 1, 1)
('manifiestaron', 1, 1)
('gei60', 1, 1)
('logísitica', 1, 1)
('escolar-cae', 1, 1)
('garcía-murcia', 1, 1)
('plata-', 1, 5)
('bechas', 1, 1)
('suárez-ariza', 1, 3)
('megai', 1, 1)
('19,0%)70', 1, 1)
('factoring50', 1, 1)
('caf)2', 1, 1)
('informáticas21', 1, 1)
('everywhere', 1, 1)
('subsidian', 1, 1)
('individuales20', 1, 1)
('-31,37%', 1, 1)
('semirremolque', 1, 2)
('bouillon', 1, 2)
('alcantarillado13', 1, 1)
('diversificará', 1, 1)
('cualitativo14%', 1, 1)
('retroalimentan', 1, 1)
('impuestos36', 1, 1)
('fabricas', 1, 1)
('investigacoperaci', 1, 1)
('asistenciales', 1, 2)
('cartagena-barranquilla', 1, 1)
('centrociclo', 1, 1)
('blindando', 1, 1)
('supuestamente', 1, 2)
('estorbar', 1, 1)
('encourage', 1, 1)
('desarenado', 1, 1)
('responde100%', 1, 1)
('diferenciará', 1, 1)
('camión-remolque', 1, 2)
('desastres15', 1, 1)
('avecinan', 1, 1)
('trocales', 1, 1)
('tributan', 1, 1)
('rubio', 1, 1)
('sustitutas', 1, 1)
('turcos', 1, 1)
('corredor(a', 1, 1)
('0,080,070,060,050,04%0,030,02promedioocde', 1, 1)
('prometea', 1, 1)
('progresar', 1, 1)
('iccu', 1, 2)
('explotador', 1, 1)
('özler', 1, 1)
('harnessing', 1, 1)
('barriales', 1, 2)
('alejada', 1, 1)
('firma-año', 1, 1)
('-59,93%', 1, 1)
('bicentenariocasanarecundinamarca', 1, 1)
('no.04218', 1, 1)
('meacham', 1, 1)
('electrónico38', 1, 1)
('fallecieron176', 1, 1)
('hidrográficas25', 1, 1)
('omar', 1, 1)
('supernumerarios', 1, 1)
('acotados', 1, 1)
('-neiva', 1, 2)
('100%fuente', 1, 1)
('único(s', 1, 1)
('9,1veedurías', 1, 1)
('depurado', 1, 1)
('subpoblación130', 1, 1)
('amarillas', 1, 1)
('pedj', 1, 2)
('-5%vcid', 1, 1)
('comenzarán', 1, 2)
('trabajamos', 1, 1)
('año30', 1, 1)
('paraguachón-', 1, 1)
('hart-re', 1, 1)
('dañan', 1, 1)
('setp)1', 1, 1)
('disability-adjusted', 1, 1)
('-20%6', 1, 1)
('sct)-instituto', 1, 1)
('acoplado', 1, 1)
('correlacionadas', 1, 1)
('8320-co68', 1, 1)
('ense', 1, 2)
('agosto2019', 1, 1)
('intersecciones186', 1, 1)
('fortaleciera', 1, 1)
('adnalri', 1, 1)
('artículos12', 1, 1)
('relativa47', 1, 1)
('inspire', 1, 1)
('subproducto', 1, 1)
('5la', 1, 2)
('dnp,2015', 1, 1)
('santandercultura', 1, 1)
('fridman', 1, 1)
('1ra', 1, 1)
('cotice', 1, 1)
('2012-2019)(a', 1, 2)
('indio', 1, 1)
('berger', 1, 2)
('sgp-39-2019', 1, 1)
('lógicos', 1, 1)
('subespecialidades', 1, 1)
('examinando', 1, 2)
('sagú', 1, 1)
('evoluci%c3%b3n-del-ecosistema-de-pago-por-resultados-en-colombia-estudio-de-caso.pdf', 1, 1)
('conflicto48', 1, 1)
('ubicarlo', 1, 1)
('desastres4', 1, 1)
('xxi139', 1, 1)
('3la', 1, 1)
('workstation', 1, 2)
('tributarios2', 1, 1)
('territorio-nación', 1, 1)
('adir', 1, 1)
('reevaluar', 1, 1)
('firman', 1, 1)
('institucionalizada', 1, 1)
('martins', 1, 2)
('pro-mojana', 1, 1)
('nat', 1, 1)
('pro-universitarias', 1, 1)
('jluj', 1, 1)
('t-175', 1, 1)
('ungdr', 1, 1)
('intensidad4', 1, 1)
('getsemaní', 1, 1)
('styles', 1, 1)
('viabilización75', 1, 1)
('ecuentran', 1, 2)
('trasformativas', 1, 1)
('controlarse', 1, 1)
('animadversión', 1, 1)
('chaia', 1, 1)
('sbds', 1, 1)
('-alo', 1, 1)
('migración37', 1, 1)
('operación39', 1, 1)
('hidrodinámicos', 1, 1)
('initial', 1, 1)
('2011y', 1, 1)
('colomb', 1, 1)
('cajamarca', 1, 1)
('pensada', 1, 1)
('regional21', 1, 1)
('hacinamiento140.000120.444', 1, 1)
('5sena', 1, 1)
('eslonevi', 1, 1)
('pcb)6', 1, 1)
('mcsweenye', 1, 1)
('sorepmacsatenoimac', 1, 1)
('depositando', 1, 1)
('cawley', 1, 2)
('5ta', 1, 1)
('ceñido', 1, 2)
('productivo82', 1, 1)
('juventudes(a', 1, 2)
('meses42', 1, 1)
('htgtp://www.buenaventura.gov.co/articulos/gobierno-nacional-y-comite-ejecutivo-del-paro-civico-firmaron-acuerdo-para-levantar-el-paro', 1, 1)
('inventariados', 1, 1)
('videojuegos', 1, 4)
('xxxii(1', 1, 1)
('asciendan', 1, 1)
('abrahams-gessel', 1, 1)
('dnp102', 1, 1)
('kristy', 1, 1)
('nóimac', 1, 1)
('mls', 1, 1)
('higiénicos', 1, 1)
('inmunizar', 1, 1)
('inideó', 1, 1)
('oikonomics', 1, 1)
('túquerres-', 1, 2)
('essays', 1, 1)
('michael', 1, 1)
('remedios(tabla', 1, 1)
('sisben70', 1, 1)
('población4', 1, 1)
('cordy', 1, 2)
('pmf', 1, 4)
('partici-componente', 1, 1)
('2022/2021', 1, 2)
('atkas', 1, 1)
('edad44', 1, 1)
('intensificada', 1, 2)
('reelección', 1, 2)
('tumaco2018011000943', 1, 1)
('planearon', 1, 1)
('9,7consejo', 1, 1)
('suicidio40', 1, 1)
('30ico', 1, 1)
('setp(a', 1, 2)
('sostenidas', 1, 1)
('distorsionando', 1, 1)
('comuniad', 1, 1)
('libraries', 1, 1)
('dibb', 1, 3)
('racionalizaciónorganizacional', 1, 1)
('radicarse', 1, 2)
('tierra16', 1, 1)
('vacunar', 1, 2)
('dibujo', 1, 1)
('validation', 1, 1)
('derecho)5', 1, 1)
('diets', 1, 1)
('concuerda', 1, 1)
('guimarães', 1, 1)
('micromedición45', 1, 1)
('posconflicto14', 1, 1)
('directicfuente', 1, 1)
('cimarrona', 1, 1)
('g1-', 1, 3)
('toponimia', 1, 1)
('catch-up', 1, 1)
('barí', 1, 1)
('2000=100', 1, 1)
('dramática', 1, 1)
('quibdo', 1, 1)
('negociable', 1, 1)
('regulation48', 1, 1)
('masifiación', 1, 1)
('barranquilla(a', 1, 1)
('establishing', 1, 2)
('ineficaz', 1, 1)
('masa28', 1, 1)
('bucles', 1, 3)
('16p', 1, 1)
('descenderá', 1, 1)
('conducto', 1, 2)
('viz', 1, 1)
('desfinanciando', 1, 2)
('expandiéndose', 1, 1)
('10%129%12', 1, 1)
('supervisors', 1, 1)
('hmieleski', 1, 2)
('aísla', 1, 1)
('niwa', 1, 2)
('6ecr', 1, 1)
('foráneas', 1, 1)
('ideade', 1, 1)
('2023/2022', 1, 2)
('79colombia', 1, 1)
('acertado', 1, 1)
('licitatorio43', 1, 1)
('pazcífico1', 1, 1)
('socio-económico', 1, 1)
('microempresariales', 1, 2)
('colombia-índice', 1, 1)
('netrica', 1, 2)
('multidimensional65', 1, 1)
('0%/', 1, 1)
('surgan', 1, 1)
('emergencia26', 1, 1)
('zonificadas', 1, 1)
('redundaría', 1, 1)
('convalidaciones', 1, 4)
('multidonante', 1, 2)
('incurrirán', 1, 1)
('asentando', 1, 2)
('riesgo62', 1, 1)
('soc', 1, 3)
('trueques', 1, 1)
('rota', 1, 1)
('cats', 1, 1)
('ciernes', 1, 1)
('50repus', 1, 1)
('sto', 1, 1)
('niño-southern', 1, 1)
('queretaro', 1, 1)
('política11', 1, 1)
('pea', 1, 3)
('participación36', 1, 1)
('idrnedu', 1, 1)
('pala', 1, 1)
('rural97,8%', 1, 1)
('otros10194807269', 1, 1)
('administradotrimestral', 1, 2)
('otnemucod', 1, 1)
('ruaasglt.rr', 1, 1)
('recibos', 1, 1)
('financiera3', 1, 1)
('acquisition', 1, 2)
('sars-co', 1, 1)
('informa0%', 1, 1)
('ciclovías', 1, 1)
('socio-technical', 1, 2)
('talks73', 1, 1)
('parcelaciones', 1, 1)
('redd+)42', 1, 1)
('webfoundation', 1, 2)
('4,514,873,404,69florencia', 1, 1)
('griliches', 1, 1)
('musculoesqueléticas', 1, 1)
('5,99%)6150', 1, 1)
('agropecuario56', 1, 1)
('recientes29', 1, 1)
('beber', 1, 1)
('relata', 1, 1)
('mototaxi', 1, 1)
('inocua', 1, 1)
('eneef)1', 1, 1)
('shahrzad', 1, 2)
('-estudios', 1, 1)
('techonological', 1, 1)
('inversión/(relación', 1, 1)
('inclusivos83', 1, 1)
('autobuses', 1, 1)
('4ri)16', 1, 1)
('télex', 1, 1)
('cohilcede', 1, 1)
('1paraderos', 1, 1)
('agudice', 1, 1)
('administradoen', 1, 1)
('securing', 1, 2)
('50%educación', 1, 1)
('guateque', 1, 1)
('atr-72-600', 1, 1)
('migrante22', 1, 1)
('langen', 1, 1)
('jordaniaestados', 1, 1)
('índice23', 1, 1)
('financiarlas', 1, 1)
('someterlas', 1, 1)
('tutores', 1, 2)
('trampas', 1, 1)
('pdvsa', 1, 2)
('pncc)31', 1, 1)
('determinasen', 1, 1)
('box-culvert', 1, 1)
('daf21', 1, 1)
('revocar', 1, 1)
('rodeados', 1, 1)
('aplicable18', 1, 1)
('delicada', 1, 1)
('iento', 1, 1)
('ohchr', 1, 2)
('horizontalmente', 1, 1)
('trasmitido', 1, 1)
('postraumático', 1, 1)
('órbita-39', 1, 1)
('mesquita', 1, 2)
('incapacitante', 1, 1)
('edriss', 1, 2)
('transan', 1, 1)
('ahoyado', 1, 1)
('grwoth', 1, 1)
('ingeniero', 1, 1)
('upu', 1, 4)
('katherin', 1, 1)
('controvertir', 1, 1)
('globalizado', 1, 1)
('alcantarillado37', 1, 1)
('mcallister', 1, 2)
('ánimas-', 1, 1)
('aprópiate', 1, 1)
('continuaba', 1, 1)
('0,5%vivienda', 1, 1)
('apueste', 1, 1)
('conocimiento30', 1, 1)
('bo-l113', 1, 2)
('exosistema', 1, 2)
('desconcentrada', 1, 1)
('acb', 1, 1)
('pertenencias', 1, 1)
('normativiad', 1, 1)
('2024(a', 1, 1)
('sénior', 1, 1)
('seguimiento24', 1, 1)
('supervisory', 1, 2)
('.sv', 1, 1)
('genitourinarias', 1, 3)
('s-2020-067610-disan', 1, 1)
('preparation', 1, 1)
('2020-ii', 1, 1)
('daniels', 1, 2)
('lalínea', 1, 1)
('cascajal', 1, 1)
('ctnr)47', 1, 1)
('fácil87', 1, 1)
('kluwer', 1, 1)
('traducida', 1, 1)
('r48', 1, 1)
('preventivo43', 1, 1)
('declarará', 1, 1)
('ciénaga-santa', 1, 1)
('cortes42', 1, 1)
('ncds', 1, 1)
('climática24', 1, 1)
('3,09%0%2010', 1, 1)
('territorial(pdet', 1, 1)
('sistema39', 1, 1)
('dilación', 1, 1)
('ganadores', 1, 1)
('transversalicen', 1, 1)
('periférica', 1, 1)
('decae', 1, 1)
('sinigan', 1, 1)
('lujos', 1, 1)
('2019)es', 1, 1)
('describieron', 1, 1)
('smartway', 1, 4)
('providers', 1, 2)
('administrativo(s', 1, 1)
('punitivas', 1, 2)
('individualsin', 1, 1)
('trasformar', 1, 1)
('praxis', 1, 1)
('ojelecnism', 1, 1)
('pública-colombia', 1, 1)
('beneficiaran', 1, 1)
('jornaleros', 1, 1)
('golu', 1, 1)
('indujera', 1, 1)
('chieh-hsi', 1, 1)
('zamora', 1, 3)
('ibague', 1, 1)
('katíos', 1, 2)
('absolutas', 1, 1)
('data18', 1, 1)
('supplement', 1, 1)
('drn', 1, 5)
('uruguaycolombia', 1, 1)
('acdi', 1, 3)
('yeducación', 1, 1)
('nro.10000135', 1, 1)
('unodc-ccicla', 1, 1)
('ocesamiento', 1, 1)
('vacunadas', 1, 1)
('inglés34', 1, 1)
('2valor', 1, 1)
('cruces42', 1, 1)
('aicnaligiv', 1, 1)
('ciberterrorismo', 1, 1)
('administradoconforme', 1, 1)
('municipios-', 1, 1)
('terminales14', 1, 1)
('desagr', 1, 1)
('víctimas(b', 1, 1)
('calidad193', 1, 1)
('validadas', 1, 1)
('acienda', 1, 1)
('cmteoicnlnoisomtleobrgiiaoía', 1, 1)
('remitirán', 1, 1)
('involuntaria', 1, 1)
('fco', 1, 1)
('trusts', 1, 1)
('desarrollara', 1, 1)
('sasaima', 1, 2)
('sintonizadores', 1, 1)
('reñidas', 1, 1)
('141fe', 1, 1)
('13%técnico', 1, 1)
('0,07ales16', 1, 1)
('poste', 1, 1)
('canimos', 1, 1)
('developed', 1, 1)
('actualizaran', 1, 1)
('bioética18', 1, 1)
('bulgariaitaelisapañeastonsiaueciaop', 1, 1)
('mobiliarios', 1, 1)
('protocol', 1, 1)
('-fip', 1, 1)
('-túquerres', 1, 4)
('adivitcud', 1, 1)
('diran', 1, 1)
('multilaterales11.6994,5', 1, 1)
('administradoejecución', 1, 1)
('nózar', 1, 1)
('antigüedad93', 1, 1)
('1,0jatnecrop', 1, 1)
('tripulación', 1, 1)
('techonologies', 1, 1)
('edificios47', 1, 1)
('recursosfuente', 1, 1)
('f22', 1, 1)
('hundimiento', 1, 1)
('barrera-osorio', 1, 1)
('repartiéndose', 1, 1)
('freight', 1, 4)
('puri', 1, 2)
('operativa42', 1, 1)
('articularla', 1, 1)
('transactions', 1, 1)
('2017-andi', 1, 1)
('centralizadas', 1, 1)
('ejecutoras61', 1, 1)
('munchique', 1, 1)
('lortnoc', 1, 1)
('renegociaron', 1, 1)
('picaduras', 1, 1)
('incapaces', 1, 1)
('vigías', 1, 1)
('intramural17', 1, 1)
('q15,q28,q38', 1, 1)
('robledo', 1, 1)
('entendimientos', 1, 1)
('4ri)5', 1, 1)
('proveerles', 1, 1)
('acogidos', 1, 1)
('edccobtasa', 1, 1)
('so1000sruc', 1, 1)
('auditado', 1, 1)
('busenitz', 1, 2)
('adaptándolo', 1, 1)
('henry', 1, 3)
('predictions', 1, 1)
('lluviosas', 1, 1)
('ncap', 1, 1)
('estéticos', 1, 1)
('usufructuario', 1, 1)
('internacionalizarse', 1, 1)
('nóice', 1, 1)
('yariguíes', 1, 1)
('leales35', 1, 1)
('ter', 1, 2)
('plc', 1, 2)
("nature's", 1, 1)
('desaprovechado', 1, 1)
('guatavita', 1, 2)
('vacante', 1, 3)
('meteoglosario', 1, 1)
('infotep-san', 1, 1)
('reseñadas', 1, 1)
('emigrar23', 1, 1)
('cuentas82', 1, 1)
